"10.0.2.15",40522,"10.0.2.3",53,4,624,0,0,0,2,152,2,472,0,0.088721482,13705,42560
"10.0.2.15",45782,"10.0.2.3",53,2,292,1,0,0,1,76,1,216,0.001157701,0.015937908,38148,108420
"10.0.2.15",41728,"10.0.2.3",53,4,598,2,0,0,2,178,2,420,0.016745819,0.211687609,6726,15872
"10.0.2.15",34594,"10.0.2.3",53,4,532,3,0,0,2,148,2,384,0.022385966,0.186877396,6335,16438
"10.0.2.15",46752,"10.0.2.3",53,4,698,4,0,0,2,180,2,518,0.039630905,2.0208083699999997,712,2050
"10.0.2.15",46272,"10.0.2.3",53,8,902,5,0,0,4,314,4,588,0.092740794,58.283244654,43,80
"10.0.2.15",55764,"10.0.2.3",53,4,526,6,0,0,2,148,2,378,0.121099311,0.017368502999999993,68169,174108
"10.0.2.15",48870,"10.0.2.3",53,4,465,7,0,0,2,160,2,305,0.144927563,0.020726859999999986,61755,117721
"10.0.2.15",35235,"10.0.2.3",53,4,429,8,0,0,2,156,2,273,0.168043244,0.019561668000000004,63798,111646
"10.0.2.15",55796,"10.0.2.3",53,4,598,9,0,0,2,178,2,420,0.169945027,0.042925671,33173,78274
"10.0.2.15",45880,"10.0.2.3",53,2,279,10,0,0,1,89,1,190,0.172479592,0.03018577,23587,50354
"10.0.2.15",36160,"10.0.2.3",53,4,624,11,0,0,2,152,2,472,0.187922019,0.204882905,5935,18430
"10.0.2.15",36320,"10.0.2.3",53,4,526,12,0,0,2,150,2,376,0.339677413,0.01961094699999999,61190,153383
"10.0.2.15",33979,"10.0.2.3",53,2,243,13,0,0,1,75,1,168,0.340085973,0.013931485999999993,43067,96472
"10.0.2.15",49034,"10.0.2.3",53,4,600,14,0,0,2,150,2,450,0.56550966,0.018982653000000016,63215,189646
"10.0.2.15",38432,"10.0.2.3",53,2,252,15,0,0,1,75,1,177,0.567550575,0.020157446000000023,29765,70246
"10.0.2.15",48325,"195.58.37.195",123,2,180,16,0,0,1,90,1,90,0.62259008,0.05185503399999991,13884,13884
"10.0.2.15",48997,"10.0.2.3",53,4,532,17,0,0,2,148,2,384,0.65297776,0.019517551000000077,60663,157396
"10.0.2.15",49128,"10.0.2.3",53,4,538,18,0,0,2,154,2,384,0.659862541,0.01959904400000001,62860,156742
"10.0.2.15",48724,"10.0.2.3",53,4,526,19,0,0,2,148,2,378,0.660369687,0.027925912000000053,42397,108286
"10.0.2.15",37862,"10.0.2.3",53,6,713,20,0,0,3,232,3,481,0.660579743,2.985234453,621,1289
"10.0.2.15",59973,"10.0.2.3",53,2,259,21,0,0,1,74,1,185,0.668875652,0.019419656000000063,30484,76211
"10.0.2.15",34903,"10.0.2.3",53,2,224,22,0,0,1,80,1,144,0.68745246,0.020026209999999933,31958,57524
"10.0.2.15",60504,"82.202.70.139",123,2,180,23,0,0,1,90,1,90,0.837077819,0.01689116199999996,42625,42625
"10.0.2.15",41868,"92.62.231.58",123,2,180,24,0,0,1,90,1,90,0.968939496,0.012832404000000075,56107,56107
"10.0.2.15",43926,"10.0.2.3",53,4,428,25,0,0,2,156,2,272,1.206345961,0.02972312399999999,41987,73208
"10.0.2.15",51484,"10.0.2.3",53,2,204,26,0,0,1,78,1,126,1.208937263,0.025925278000000107,24069,38880
"10.0.2.15",36038,"10.0.2.3",53,4,551,27,0,0,2,158,2,393,1.668095036,0.0323444209999999,39079,97203
"10.0.2.15",45646,"10.0.2.3",53,2,253,28,0,0,1,79,1,174,1.6696587680000001,0.030781129999999823,20532,45222
"10.0.2.15",59470,"10.0.2.3",53,4,522,29,0,0,2,148,2,374,2.161776528,0.027631965000000314,42848,108280
"10.0.2.15",43281,"10.0.2.3",53,2,240,30,0,0,1,74,1,166,2.164849577,0.024558514999999836,24105,54074
"10.0.2.15",39917,"10.0.2.3",53,4,380,31,0,0,2,168,2,212,2.165641268,0.01824058300000031,73681,92979
"10.0.2.15",46328,"10.0.2.3",53,4,551,32,0,0,2,158,2,393,2.178521364,0.04677895300000001,27020,67209
"10.0.2.15",42546,"10.0.2.3",53,2,253,33,0,0,1,79,1,174,2.184256206,0.021264117999999943,29721,65462
"10.0.2.15",45979,"142.250.184.200",443,7,3934,34,0,0,3,1672,4,2262,2.186145255,0.09814638199999992,136286,184377
"10.0.2.15",37937,"10.0.2.3",53,4,466,35,0,0,2,174,2,292,2.353288456,0.04278917800000004,32531,54593
"10.0.2.15",52376,"10.0.2.3",53,4,490,36,0,0,2,146,2,344,2.377769385,0.022228172999999796,52545,123806
"10.0.2.15",56171,"142.250.185.134",443,76,30429,37,0,0,32,10333,44,20096,2.408537536,19.017977459,4346,8453
"10.0.2.15",55449,"10.0.2.3",53,4,492,38,0,0,2,160,2,332,2.774163165,0.019725279999999845,64891,134649
"10.0.2.15",33525,"10.0.2.3",53,2,221,39,0,0,1,80,1,141,2.780735978,0.015222175999999976,42043,74102
"10.0.2.15",52393,"10.0.2.3",53,4,364,40,0,0,2,160,2,204,2.919189312,0.01928304599999997,66379,84633
"10.0.2.15",44912,"142.250.186.98",443,49,22761,41,0,0,22,8796,27,13965,2.960796694,18.045489026000002,3899,6191
"10.0.2.15",35001,"10.0.2.3",53,4,440,42,0,0,2,158,2,282,3.239318855,0.019424883000000115,65071,116139
"10.0.2.15",48395,"10.0.2.3",53,4,392,43,0,0,2,174,2,218,3.239547666,0.01991919299999978,69882,87553
"10.0.2.15",54193,"142.251.37.98",443,35,10937,44,0,0,14,5475,21,5462,3.269351231,18.06121411,2425,2419
"10.0.2.15",37983,"10.0.2.3",53,4,492,45,0,0,2,144,2,348,3.607105085,0.013973332999999588,82442,199236
"10.0.2.15",48652,"10.0.2.3",53,4,528,46,0,0,2,148,2,380,3.629762909,0.018911826000000076,62606,160745
"10.0.2.15",50038,"10.0.2.3",53,4,428,47,0,0,2,160,2,268,3.6305326879999997,0.01912544000000027,66926,112101
"10.0.2.15",57834,"10.0.2.3",53,2,252,48,0,0,1,74,1,178,3.630891655,0.020910631000000013,28310,68099
"10.0.2.15",57232,"157.240.30.27",443,21,9276,49,0,0,9,2309,12,6967,3.656000596,0.2370478089999999,77925,235125
"10.0.2.15",58017,"10.0.2.3",53,4,524,50,0,0,2,158,2,366,3.746854681,0.0194651480000001,64936,150422
"10.0.2.15",43565,"10.0.2.3",53,4,698,51,0,0,2,162,2,536,3.74875516,0.021080383000000147,61478,203411
"10.0.2.15",35773,"10.0.2.3",53,2,269,52,0,0,1,81,1,188,3.766955657,0.019620672999999922,33026,76653
"10.0.2.15",49233,"142.251.37.98",443,26,12638,53,0,0,9,4778,17,7860,4.152774928,18.03561695,2119,3486
"10.0.2.15",35437,"10.0.2.3",53,4,406,54,0,0,2,152,2,254,4.319404232,0.014628166999999692,83127,138910
"10.0.2.15",49581,"10.0.2.3",53,4,340,55,0,0,2,148,2,192,4.319776844,0.01425551500000033,83055,107747
"10.0.2.15",33775,"10.0.2.3",53,4,336,56,0,0,2,146,2,190,4.320007439,0.019397720999999812,60213,78359
"10.0.2.15",34987,"172.217.16.196",443,39,17674,57,0,0,15,6211,24,11463,4.357000557,17.966347326,2765,5104
"10.0.2.15",51622,"142.251.36.131",443,32,13817,58,0,0,12,5462,20,8355,4.358026981,17.963041719000003,2432,3720
"10.0.2.15",56077,"10.0.2.3",53,4,476,59,0,0,2,152,2,324,4.6278037770000005,0.019438087999999354,62557,133346
"10.0.2.15",43602,"157.240.253.35",443,48,18714,60,0,0,21,11319,27,7395,4.648021794,19.038288680999997,4756,3107
"10.0.2.15",59169,"10.0.2.3",53,4,548,61,0,0,2,156,2,392,5.8024907070000005,0.026318519999999346,47419,119155
"10.0.2.15",46449,"10.0.2.3",53,4,526,62,0,0,2,150,2,376,9.383172345,0.020212557999998992,59369,148818
"10.0.2.15",57691,"10.0.2.3",53,4,551,63,0,0,2,158,2,393,9.38353608,0.037531372999998425,33678,83769
"10.0.2.15",53545,"10.0.2.3",53,4,514,64,0,0,2,144,2,370,11.238034948,0.020868112000000494,55203,141843
"10.0.2.15",45712,"10.0.2.3",53,4,436,65,0,0,2,152,2,284,11.660538706,0.37423247499999945,3249,6071
"10.0.2.15",58098,"10.0.2.3",53,4,453,66,0,0,2,154,2,299,12.349317045,0.02033945600000031,60571,117603
"10.0.2.15",48163,"10.0.2.3",53,2,202,67,0,0,1,77,1,125,12.350453616,0.014859933000000325,41453,67295
"10.0.2.15",37316,"10.0.2.3",53,4,492,68,0,0,2,144,2,348,13.171898326,0.10313902699999922,11169,26992
"10.0.2.15",47519,"10.0.2.3",53,4,406,69,0,0,2,152,2,254,19.735065487,0.1974832159999984,6157,10289
"10.0.2.15",52017,"10.0.2.3",53,4,428,70,0,0,2,160,2,268,19.735403023,0.19714576999999878,6492,10875
"10.0.2.15",47497,"10.0.2.3",53,4,388,71,0,0,2,142,2,246,32.965388867,0.1499869579999995,7573,13121
"10.0.2.15",43734,"10.0.2.3",53,4,453,72,0,0,2,154,2,299,33.312987375,0.0193750890000004,63586,123457
"10.0.2.15",40827,"10.0.2.3",53,4,447,73,0,0,2,146,2,301,33.7606138,0.019178158999999084,60902,125559
"10.0.2.15",49668,"10.0.2.3",53,4,360,74,0,0,2,158,2,202,35.86158365,0.019778117999997846,63909,81706
"10.0.2.15",47268,"10.0.2.3",53,4,388,75,0,0,2,142,2,246,36.137545737,0.014997192999999243,75747,131224
"10.0.2.15",40705,"142.250.185.141",443,96,83923,76,0,0,20,4523,76,79400,36.145037701,5.908369315999998,6124,107508
"10.0.2.15",58179,"10.0.2.3",53,4,482,77,0,0,2,150,2,332,36.227154004,0.018448184000000367,65047,143970
"10.0.2.15",44093,"10.0.2.3",53,4,392,78,0,0,2,174,2,218,36.287792347,0.19360364700000332,7189,9008
"10.0.2.15",51135,"10.0.2.3",53,2,190,79,0,0,1,87,1,103,36.288965788,0.19213783500000403,3622,4288
"10.0.2.15",34605,"10.0.2.3",53,4,453,80,0,0,2,154,2,299,36.585659863,0.019325335000004884,63750,123775
"10.0.2.15",43817,"10.0.2.3",53,4,414,81,0,0,2,146,2,268,36.843823349,0.01864583700000111,62641,114985
"10.0.2.15",36855,"10.0.2.3",53,4,388,82,0,0,2,142,2,246,37.350275865,0.014375942000000919,79020,136895
"10.0.2.15",42218,"10.0.2.3",53,4,482,83,0,0,2,150,2,332,37.546720816,0.022368007000004297,53648,118741
"10.0.2.15",48046,"10.0.2.3",53,4,482,84,0,0,2,150,2,332,37.596146346,0.018694557000003442,64189,142073
"10.0.2.15",55649,"10.0.2.3",53,4,472,85,0,0,2,152,2,320,38.310346132,0.02418422899999939,50280,105854
"10.0.2.15",47659,"10.0.2.3",53,4,482,86,0,0,2,150,2,332,38.317034803,0.017495797999998786,68587,151807
"10.0.2.15",45346,"10.0.2.3",53,4,434,87,0,0,2,150,2,284,38.34113845,0.015214110999998809,78874,149335
"10.0.2.15",36924,"10.0.2.3",53,4,453,88,0,0,2,154,2,299,38.528327605,0.01467546499999628,83949,162993
"10.0.2.15",53291,"10.0.2.3",53,4,453,89,0,0,2,154,2,299,38.550914625,0.014807675000000131,83200,161537
"10.0.2.15",58837,"10.0.2.3",53,4,352,90,0,0,2,154,2,198,38.979312562,0.03140894200000588,39224,50431
"10.0.2.15",44358,"142.251.37.99",443,12,8930,91,0,0,4,1891,8,7039,39.10712693,0.08308308800000219,182082,677779
"10.0.2.15",33446,"10.0.2.3",53,4,482,92,0,0,2,150,2,332,40.487646085,0.0189196119999977,63426,140383
"10.0.2.15",56830,"10.0.2.3",53,4,344,93,0,0,2,150,2,194,41.516550693,0.03581656200000083,33504,43331
"10.0.2.15",44324,"142.250.185.78",443,6,3942,94,0,0,3,1743,3,2199,41.723500988,0.04167547000000127,334585,422118
"10.0.2.15",42934,"10.0.2.3",53,4,360,95,0,0,2,158,2,202,41.778813137,0.020508884999998145,61631,78795
"10.0.2.15",51285,"10.0.2.3",53,4,482,96,0,0,2,150,2,332,41.780508461,0.019521595000000502,61470,136054
"10.0.2.15",55636,"10.0.2.3",53,4,410,97,0,0,2,154,2,256,49.209242009,0.019394386999998403,63523,105597
"10.0.2.15",34242,"10.0.2.3",53,2,199,98,0,0,1,77,1,122,49.22010822,0.018910955000002616,32573,51610
"10.0.2.15",55868,"10.0.2.3",53,4,410,99,0,0,2,154,2,256,49.248694642,0.013368925000001752,92154,153191
"10.0.2.15",55281,"10.0.2.3",53,4,406,100,0,0,2,152,2,254,58.222417341,0.1531211149999976,7941,13270
"10.0.2.15",55322,"10.0.2.3",53,4,406,101,0,0,2,152,2,254,58.223573569,0.14697446599999608,8273,13825
"10.0.2.15",39596,"10.0.2.3",53,4,392,102,0,0,2,174,2,218,58.523262013,0.021059313000002078,66099,82813
"10.0.2.15",45916,"10.0.2.3",53,2,190,103,0,0,1,87,1,103,58.526373805,0.01848199799999861,37658,44583
"10.0.2.15",36397,"10.0.2.3",53,2,176,104,0,0,1,80,1,96,58.954552138,0.023234178000002714,27545,33054
"10.0.2.15",40510,"10.0.2.3",53,4,364,105,0,0,2,160,2,204,58.961066139,0.022189640999997096,57684,73547
"10.0.2.15",57562,"10.0.2.3",53,4,394,106,0,0,2,156,2,238,59.767246339,0.01955277499999397,63827,97377
"10.0.2.15",58656,"162.159.200.123",123,2,180,107,0,0,1,90,1,90,68.314933456,0.01315270699998905,54741,54741
"10.0.2.15",49156,"10.0.2.3",53,4,422,108,0,0,2,158,2,264,77.635618004,0.055645738000009715,22715,37954
"10.0.2.15",59327,"10.0.2.3",53,4,422,109,0,0,2,158,2,264,77.637040534,0.025215642000006255,50127,83757
"10.0.2.15",39673,"10.0.2.3",53,2,194,110,0,0,1,79,1,115,77.637596826,0.0210465739999961,30028,43712
"10.0.2.15",52456,"10.0.2.3",53,4,398,111,0,0,2,156,2,242,78.863651902,0.03932498199999657,31735,49230
"10.0.2.15",58962,"10.0.2.3",53,4,518,112,0,0,2,148,2,370,79.082625103,0.019170313000003603,61762,154405
"10.0.2.15",39148,"10.0.2.3",53,4,518,113,0,0,2,148,2,370,79.131186875,0.019621373999996194,60342,150855
"10.0.2.15",37484,"10.0.2.3",53,4,398,114,0,0,2,156,2,242,79.503300617,0.03205831400001102,38929,60389
"10.0.2.15",59831,"10.0.2.3",53,4,398,115,0,0,2,156,2,242,79.50564862,0.020425299999999424,61100,94784
"10.0.2.15",40587,"10.0.2.3",53,4,518,116,0,0,2,148,2,370,79.785197206,0.02013101599999345,58814,147036
"10.0.2.15",45349,"10.0.2.3",53,4,518,117,0,0,2,148,2,370,79.845165977,0.019146349000010332,61839,154598
"10.0.2.15",60880,"10.0.2.3",53,4,378,118,0,0,2,156,2,222,103.861049806,0.02956058600000233,42218,60079
"10.0.2.15",53008,"10.0.2.3",53,4,518,119,0,0,2,148,2,370,103.956849175,0.019891181999994956,59523,148809

